	Match	ALC (%)
0	Matched	99.0
1	Matched	99.0
2	Matched	99.0
3	Matched	99.0
4	Matched	99.0
5	Matched	99.0
6	Matched	99.0
7	Matched	99.0
8	Matched	99.0
9	not detected	99.0
10	Matched	99.0
11	Matched	99.0
12	Matched	99.0
13	not detected	99.0
14	Matched	99.0
15	Matched	99.0
16	Matched	99.0
17	Matched	99.0
18	not detected	99.0
19	Matched	99.0
20	Matched	99.0
21	Matched	99.0
22	Matched	99.0
23	Matched	99.0
24	Matched	99.0
25	Matched	99.0
26	Matched	99.0
27	Matched	99.0
28	Matched	99.0
29	not detected	99.0
30	Matched	99.0
31	Matched	99.0
32	Matched	99.0
33	Matched	99.0
34	Matched	99.0
35	Matched	99.0
36	not detected	99.0
37	not detected	99.0
38	Matched	99.0
39	not detected	99.0
40	Matched	99.0
41	Matched	99.0
42	not detected	99.0
43	Matched	99.0
44	Matched	99.0
45	Matched	99.0
46	Matched	99.0
47	Matched	99.0
48	Matched	99.0
49	Matched	99.0
50	Matched	99.0
51	Matched	99.0
52	not detected	99.0
53	Matched	99.0
54	Matched	99.0
55	Matched	99.0
56	Matched	99.0
57	Matched	99.0
58	Matched	99.0
59	Matched	99.0
60	Matched	99.0
61	not detected	99.0
62	Matched	99.0
63	Matched	99.0
64	Matched	99.0
65	not detected	99.0
66	not detected	99.0
67	not detected	99.0
68	Matched	99.0
69	Matched	99.0
70	Matched	99.0
71	Matched	99.0
72	Matched	99.0
73	Matched	99.0
74	Matched	99.0
75	not detected	99.0
76	not detected	99.0
77	Matched	99.0
78	Matched	99.0
79	not detected	99.0
80	Matched	99.0
81	not detected	99.0
82	not detected	99.0
83	Matched	99.0
84	Matched	99.0
85	Matched	99.0
86	Matched	99.0
87	Matched	99.0
88	Matched	99.0
89	Matched	99.0
90	Matched	99.0
91	Matched	99.0
92	Matched	99.0
93	Matched	99.0
94	Matched	99.0
95	Matched	99.0
96	Matched	99.0
97	Matched	99.0
98	Matched	99.0
99	Matched	99.0
100	Matched	99.0
101	Matched	99.0
102	Matched	99.0
103	Matched	99.0
104	Matched	99.0
105	Matched	99.0
106	Matched	99.0
107	Matched	99.0
108	Matched	99.0
109	Matched	99.0
110	Matched	99.0
111	Matched	99.0
112	Matched	99.0
113	not detected	99.0
114	Matched	99.0
115	Matched	99.0
116	Matched	99.0
117	Matched	99.0
118	not detected	99.0
119	Matched	99.0
120	Matched	99.0
121	Matched	99.0
122	Matched	99.0
123	Matched	99.0
124	Matched	99.0
125	Matched	99.0
126	Matched	99.0
127	Matched	99.0
128	Matched	99.0
129	Matched	99.0
130	Matched	99.0
131	not detected	99.0
132	not detected	99.0
133	not detected	99.0
134	not detected	99.0
135	Matched	99.0
136	Matched	99.0
137	not detected	99.0
138	Matched	99.0
139	Matched	99.0
140	Matched	99.0
141	Matched	99.0
142	Matched	99.0
143	not detected	99.0
144	Matched	99.0
145	not detected	99.0
146	Matched	99.0
147	Matched	99.0
148	Matched	99.0
149	Matched	99.0
150	Matched	99.0
151	Matched	99.0
152	Matched	99.0
153	Matched	99.0
154	Matched	99.0
155	not detected	99.0
156	Matched	99.0
157	not detected	99.0
158	not detected	99.0
159	not detected	99.0
160	Matched	99.0
161	not detected	99.0
162	not detected	99.0
163	Matched	99.0
164	Matched	99.0
165	Matched	99.0
166	Matched	99.0
167	Matched	99.0
168	Matched	99.0
169	not detected	99.0
170	Matched	99.0
171	Matched	99.0
172	Matched	99.0
173	Matched	99.0
174	Matched	99.0
175	Matched	99.0
176	Matched	99.0
177	not detected	99.0
178	Matched	99.0
179	Matched	99.0
180	not detected	99.0
181	Matched	99.0
182	Matched	99.0
183	Matched	99.0
184	not detected	99.0
185	Matched	99.0
186	Matched	99.0
187	Matched	99.0
188	Matched	99.0
189	Matched	99.0
190	Matched	99.0
191	Matched	99.0
192	not detected	99.0
193	Matched	99.0
194	Matched	99.0
195	not detected	99.0
196	Matched	99.0
197	Matched	99.0
198	Matched	99.0
199	Matched	99.0
200	Matched	99.0
201	Matched	99.0
202	Matched	99.0
203	Matched	99.0
204	Matched	99.0
205	Matched	99.0
206	Matched	99.0
207	Matched	99.0
208	Matched	99.0
209	Matched	99.0
210	not detected	99.0
211	Matched	99.0
212	Matched	99.0
213	Matched	99.0
214	Matched	98.0
215	Matched	98.0
216	Matched	98.0
217	Matched	98.0
218	Matched	98.0
219	Matched	98.0
220	Matched	98.0
221	Matched	98.0
222	Matched	98.0
223	Matched	98.0
224	Matched	98.0
225	Matched	98.0
226	Matched	98.0
227	Matched	98.0
228	Matched	98.0
229	Matched	98.0
230	Matched	98.0
231	not detected	98.0
232	Matched	98.0
233	Matched	98.0
234	Matched	98.0
235	Matched	98.0
236	Matched	98.0
237	Matched	98.0
238	Matched	98.0
239	Matched	98.0
240	Matched	98.0
241	Matched	98.0
242	Matched	98.0
243	not detected	98.0
244	Matched	98.0
245	not detected	98.0
246	Matched	98.0
247	Matched	98.0
248	Matched	98.0
249	Matched	98.0
250	Matched	98.0
251	Matched	98.0
252	Matched	98.0
253	Matched	98.0
254	Matched	98.0
255	not detected	98.0
256	Matched	98.0
257	Matched	98.0
258	not detected	98.0
259	Matched	98.0
260	Matched	98.0
261	Matched	98.0
262	Matched	98.0
263	Matched	98.0
264	not detected	98.0
265	Matched	98.0
266	Matched	98.0
267	Matched	98.0
268	Matched	98.0
269	Matched	98.0
270	Matched	98.0
271	Matched	98.0
272	not detected	98.0
273	Matched	98.0
274	Matched	98.0
275	Matched	98.0
276	Matched	98.0
277	Matched	98.0
278	Matched	98.0
279	Matched	98.0
280	not detected	98.0
281	not detected	98.0
282	Matched	98.0
283	Matched	98.0
284	Matched	98.0
285	Matched	98.0
286	Matched	98.0
287	Matched	98.0
288	Matched	98.0
289	Matched	98.0
290	Matched	98.0
291	Matched	98.0
292	Matched	98.0
293	not detected	98.0
294	Matched	98.0
295	Matched	98.0
296	Matched	98.0
297	Matched	98.0
298	Matched	98.0
299	Matched	98.0
300	Matched	98.0
301	Matched	98.0
302	Matched	98.0
303	Matched	98.0
304	Matched	98.0
305	Matched	98.0
306	Matched	98.0
307	Matched	98.0
308	Matched	98.0
309	Matched	98.0
310	Matched	98.0
311	Matched	98.0
312	Matched	98.0
313	Matched	98.0
314	Matched	98.0
315	Matched	98.0
316	not detected	98.0
317	Matched	98.0
318	Matched	98.0
319	not detected	98.0
320	Matched	98.0
321	Matched	98.0
322	Matched	98.0
323	Matched	98.0
324	Matched	98.0
325	not detected	98.0
326	Matched	98.0
327	Matched	98.0
328	Matched	98.0
329	Matched	98.0
330	Matched	98.0
331	Matched	98.0
332	Matched	98.0
333	Matched	98.0
334	Matched	98.0
335	Matched	98.0
336	Matched	98.0
337	Matched	98.0
338	Matched	98.0
339	Matched	98.0
340	Matched	98.0
341	Matched	98.0
342	Matched	98.0
343	Matched	98.0
344	not detected	98.0
345	Matched	98.0
346	Matched	98.0
347	Matched	98.0
348	Matched	98.0
349	Matched	98.0
350	not detected	98.0
351	not detected	98.0
352	not detected	98.0
353	Matched	98.0
354	Matched	98.0
355	Matched	98.0
356	Matched	98.0
357	Matched	98.0
358	Matched	98.0
359	Matched	98.0
360	Matched	98.0
361	Matched	98.0
362	Matched	98.0
363	not detected	98.0
364	Matched	98.0
365	Matched	98.0
366	Matched	98.0
367	Matched	98.0
368	Matched	98.0
369	Matched	98.0
370	Matched	98.0
371	Matched	98.0
372	Matched	98.0
373	not detected	98.0
374	Matched	98.0
375	Matched	98.0
376	Matched	98.0
377	Matched	98.0
378	Matched	98.0
379	Matched	98.0
380	Matched	98.0
381	Matched	98.0
382	not detected	98.0
383	not detected	98.0
384	Matched	98.0
385	Matched	98.0
386	Matched	98.0
387	Matched	98.0
388	not detected	98.0
389	Matched	98.0
390	not detected	98.0
391	Matched	98.0
392	Matched	98.0
393	not detected	98.0
394	not detected	98.0
395	not detected	98.0
396	Matched	98.0
397	Matched	98.0
398	Matched	98.0
399	Matched	98.0
400	Matched	98.0
401	Matched	98.0
402	not detected	98.0
403	Matched	98.0
404	Matched	98.0
405	Matched	98.0
406	Matched	98.0
407	Matched	98.0
408	Matched	98.0
409	Matched	98.0
410	not detected	98.0
411	Matched	98.0
412	not detected	98.0
413	Matched	98.0
414	not detected	98.0
415	Matched	98.0
416	not detected	98.0
417	Matched	98.0
418	Matched	98.0
419	not detected	98.0
420	Matched	98.0
421	Matched	98.0
422	Matched	98.0
423	Matched	98.0
424	Matched	98.0
425	Matched	98.0
426	Matched	98.0
427	not detected	98.0
428	Matched	98.0
429	Matched	98.0
430	not detected	98.0
431	Matched	98.0
432	Matched	98.0
433	not detected	98.0
434	not detected	98.0
435	Matched	98.0
436	Matched	98.0
437	Matched	98.0
438	Matched	98.0
439	not detected	98.0
440	Matched	98.0
441	Matched	98.0
442	Matched	98.0
443	Matched	98.0
444	Matched	98.0
445	not detected	98.0
446	not detected	98.0
447	Matched	98.0
448	Matched	98.0
449	Matched	98.0
450	Matched	98.0
451	Matched	98.0
452	Matched	98.0
453	Matched	98.0
454	Matched	98.0
455	Matched	98.0
456	Matched	98.0
457	Matched	98.0
458	Matched	98.0
459	Matched	98.0
460	not detected	98.0
461	Matched	98.0
462	Matched	98.0
463	Matched	98.0
464	Matched	98.0
465	Matched	98.0
466	not detected	98.0
467	Matched	98.0
468	Matched	98.0
469	not detected	98.0
470	Matched	98.0
471	Matched	98.0
472	Matched	98.0
473	Matched	98.0
474	Matched	98.0
475	Matched	98.0
476	Matched	98.0
477	Matched	98.0
478	Matched	98.0
479	Matched	98.0
480	Matched	98.0
481	Matched	98.0
482	Matched	98.0
483	Matched	98.0
484	Matched	98.0
485	Matched	98.0
486	Matched	98.0
487	Matched	98.0
488	not detected	98.0
489	Matched	98.0
490	Matched	98.0
491	Matched	98.0
492	not detected	98.0
493	Matched	98.0
494	Matched	98.0
495	Matched	98.0
496	Matched	98.0
497	Matched	98.0
498	not detected	98.0
499	not detected	98.0
500	Matched	98.0
501	not detected	98.0
502	Matched	98.0
503	Matched	98.0
504	Matched	98.0
505	Matched	98.0
506	Matched	98.0
507	Matched	98.0
508	Matched	98.0
509	Matched	98.0
510	Matched	98.0
511	Matched	98.0
512	not detected	98.0
513	Matched	98.0
514	Matched	98.0
515	Matched	98.0
516	Matched	98.0
517	not detected	98.0
518	not detected	98.0
519	not detected	98.0
520	Matched	98.0
521	Matched	98.0
522	not detected	98.0
523	Matched	98.0
524	not detected	98.0
525	Matched	98.0
526	Matched	98.0
527	Matched	98.0
528	Matched	98.0
529	Matched	98.0
530	Matched	98.0
531	Matched	98.0
532	Matched	98.0
533	not detected	98.0
534	Matched	98.0
535	Matched	98.0
536	Matched	98.0
537	Matched	98.0
538	Matched	98.0
539	Matched	98.0
540	Matched	98.0
541	not detected	98.0
542	Matched	98.0
543	Matched	98.0
544	not detected	98.0
545	Matched	98.0
546	Matched	98.0
547	Matched	98.0
548	Matched	98.0
549	Matched	98.0
550	Matched	98.0
551	not detected	98.0
552	Matched	98.0
553	Matched	98.0
554	Matched	98.0
555	Matched	98.0
556	Matched	98.0
557	Matched	98.0
558	Matched	98.0
559	not detected	98.0
560	not detected	98.0
561	Matched	98.0
562	not detected	98.0
563	not detected	98.0
564	not detected	98.0
565	Matched	98.0
566	not detected	98.0
567	Matched	98.0
568	Matched	98.0
569	Matched	98.0
570	Matched	98.0
571	Matched	98.0
572	Matched	98.0
573	not detected	98.0
574	Matched	98.0
575	Matched	98.0
576	Matched	98.0
577	not detected	98.0
578	Matched	98.0
579	Matched	98.0
580	not detected	98.0
581	not detected	98.0
582	Matched	98.0
583	not detected	98.0
584	Matched	98.0
585	Matched	98.0
586	not detected	98.0
587	Matched	98.0
588	Matched	98.0
589	Matched	98.0
590	Matched	98.0
591	Matched	98.0
592	Matched	98.0
593	not detected	98.0
594	Matched	98.0
595	Matched	98.0
596	not detected	98.0
597	Matched	98.0
598	Matched	98.0
599	Matched	98.0
600	Matched	98.0
601	Matched	98.0
602	not detected	98.0
603	not detected	98.0
604	Matched	98.0
605	Matched	98.0
606	Matched	98.0
607	not detected	98.0
608	Matched	98.0
609	not detected	98.0
610	Matched	98.0
611	Matched	98.0
612	Matched	98.0
613	not detected	98.0
614	Matched	98.0
615	Matched	98.0
616	Matched	98.0
617	Matched	98.0
618	not detected	98.0
619	Matched	98.0
620	Matched	98.0
621	Matched	98.0
622	not detected	98.0
623	not detected	98.0
624	Matched	98.0
625	Matched	98.0
626	Matched	98.0
627	Matched	98.0
628	not detected	98.0
629	Matched	98.0
630	Matched	98.0
631	Matched	98.0
632	not detected	98.0
633	Matched	98.0
634	Matched	98.0
635	Matched	98.0
636	Matched	98.0
637	Matched	98.0
638	Matched	98.0
639	not detected	98.0
640	not detected	98.0
641	Matched	98.0
642	Matched	98.0
643	not detected	98.0
644	Matched	98.0
645	Matched	98.0
646	Matched	98.0
647	Matched	98.0
648	not detected	98.0
649	not detected	98.0
650	Matched	98.0
651	Matched	98.0
652	Matched	98.0
653	not detected	98.0
654	Matched	98.0
655	Matched	98.0
656	Matched	98.0
657	Matched	98.0
658	Matched	98.0
659	Matched	98.0
660	Matched	98.0
661	not detected	98.0
662	Matched	98.0
663	not detected	98.0
664	Matched	98.0
665	Matched	98.0
666	Matched	98.0
667	Matched	98.0
668	not detected	98.0
669	Matched	98.0
670	Matched	98.0
671	Matched	98.0
672	Matched	98.0
673	Matched	98.0
674	Matched	98.0
675	Matched	98.0
676	Matched	98.0
677	Matched	98.0
678	Matched	98.0
679	Matched	98.0
680	Matched	98.0
681	Matched	98.0
682	Matched	98.0
683	Matched	98.0
684	Matched	98.0
685	not detected	98.0
686	Matched	98.0
687	not detected	98.0
688	Matched	98.0
689	not detected	98.0
690	Matched	98.0
691	Matched	98.0
692	Matched	98.0
693	Matched	98.0
694	Matched	98.0
695	not detected	98.0
696	not detected	98.0
697	Matched	98.0
698	Matched	98.0
699	Matched	98.0
700	not detected	98.0
701	Matched	98.0
702	Matched	98.0
703	Matched	98.0
704	Matched	98.0
705	Matched	98.0
706	Matched	98.0
707	Matched	98.0
708	not detected	98.0
709	Matched	98.0
710	Matched	98.0
711	not detected	98.0
712	Matched	98.0
713	Matched	98.0
714	Matched	98.0
715	Matched	98.0
716	Matched	98.0
717	Matched	98.0
718	Matched	98.0
719	not detected	98.0
720	Matched	98.0
721	Matched	98.0
722	Matched	98.0
723	Matched	98.0
724	Matched	98.0
725	not detected	98.0
726	Matched	98.0
727	Matched	98.0
728	Matched	98.0
729	Matched	98.0
730	not detected	98.0
731	Matched	98.0
732	Matched	98.0
733	Matched	98.0
734	Matched	98.0
735	Matched	98.0
736	Matched	98.0
737	Matched	98.0
738	Matched	98.0
739	Matched	98.0
740	not detected	98.0
741	Matched	98.0
742	Matched	98.0
743	Matched	98.0
744	Matched	98.0
745	Matched	98.0
746	Matched	98.0
747	not detected	98.0
748	Matched	98.0
749	Matched	98.0
750	not detected	98.0
751	not detected	98.0
752	not detected	98.0
753	not detected	98.0
754	Matched	98.0
755	Matched	98.0
756	Matched	98.0
757	Matched	98.0
758	Matched	98.0
759	not detected	98.0
760	Matched	98.0
761	Matched	98.0
762	Matched	97.0
763	not detected	97.0
764	Matched	97.0
765	Matched	97.0
766	Matched	97.0
767	Matched	97.0
768	Matched	97.0
769	Matched	97.0
770	Matched	97.0
771	Matched	97.0
772	Matched	97.0
773	not detected	97.0
774	Matched	97.0
775	Matched	97.0
776	Matched	97.0
777	not detected	97.0
778	Matched	97.0
779	Matched	97.0
780	not detected	97.0
781	Matched	97.0
782	Matched	97.0
783	Matched	97.0
784	Matched	97.0
785	Matched	97.0
786	Matched	97.0
787	not detected	97.0
788	Matched	97.0
789	Matched	97.0
790	not detected	97.0
791	Matched	97.0
792	not detected	97.0
793	Matched	97.0
794	not detected	97.0
795	Matched	97.0
796	Matched	97.0
797	Matched	97.0
798	Matched	97.0
799	Matched	97.0
800	not detected	97.0
801	Matched	97.0
802	Matched	97.0
803	Matched	97.0
804	Matched	97.0
805	not detected	97.0
806	Matched	97.0
807	Matched	97.0
808	Matched	97.0
809	Matched	97.0
810	Matched	97.0
811	Matched	97.0
812	not detected	97.0
813	Matched	97.0
814	Matched	97.0
815	Matched	97.0
816	Matched	97.0
817	Matched	97.0
818	Matched	97.0
819	Matched	97.0
820	not detected	97.0
821	Matched	97.0
822	Matched	97.0
823	not detected	97.0
824	Matched	97.0
825	Matched	97.0
826	Matched	97.0
827	not detected	97.0
828	not detected	97.0
829	Matched	97.0
830	Matched	97.0
831	Matched	97.0
832	Matched	97.0
833	Matched	97.0
834	Matched	97.0
835	Matched	97.0
836	Matched	97.0
837	Matched	97.0
838	not detected	97.0
839	Matched	97.0
840	Matched	97.0
841	Matched	97.0
842	Matched	97.0
843	Matched	97.0
844	Matched	97.0
845	Matched	97.0
846	Matched	97.0
847	Matched	97.0
848	Matched	97.0
849	Matched	97.0
850	Matched	97.0
851	Matched	97.0
852	Matched	97.0
853	Matched	97.0
854	Matched	97.0
855	Matched	97.0
856	Matched	97.0
857	Matched	97.0
858	not detected	97.0
859	Matched	97.0
860	Matched	97.0
861	Matched	97.0
862	not detected	97.0
863	Matched	97.0
864	not detected	97.0
865	Matched	97.0
866	not detected	97.0
867	Matched	97.0
868	Matched	97.0
869	Matched	97.0
870	Matched	97.0
871	Matched	97.0
872	Matched	97.0
873	Matched	97.0
874	Matched	97.0
875	Matched	97.0
876	Matched	97.0
877	Matched	97.0
878	Matched	97.0
879	Matched	97.0
880	Matched	97.0
881	not detected	97.0
882	Matched	97.0
883	Matched	97.0
884	Matched	97.0
885	Matched	97.0
886	Matched	97.0
887	not detected	97.0
888	Matched	97.0
889	Matched	97.0
890	Matched	97.0
891	Matched	97.0
892	not detected	97.0
893	not detected	97.0
894	Matched	97.0
895	Matched	97.0
896	Matched	97.0
897	Matched	97.0
898	Matched	97.0
899	Matched	97.0
900	Matched	97.0
901	Matched	97.0
902	not detected	97.0
903	not detected	97.0
904	Matched	97.0
905	Matched	97.0
906	Matched	97.0
907	Matched	97.0
908	Matched	97.0
909	Matched	97.0
910	Matched	97.0
911	Matched	97.0
912	Matched	97.0
913	not detected	97.0
914	Matched	97.0
915	Matched	97.0
916	Matched	97.0
917	Matched	97.0
918	Matched	97.0
919	Matched	97.0
920	Matched	97.0
921	Matched	97.0
922	Matched	97.0
923	Matched	97.0
924	Matched	97.0
925	Matched	97.0
926	Matched	97.0
927	Matched	97.0
928	Matched	97.0
929	Matched	97.0
930	Matched	97.0
931	Matched	97.0
932	Matched	97.0
933	Matched	97.0
934	Matched	97.0
935	Matched	97.0
936	Matched	97.0
937	not detected	97.0
938	Matched	97.0
939	Matched	97.0
940	Matched	97.0
941	Matched	97.0
942	not detected	97.0
943	Matched	97.0
944	Matched	97.0
945	Matched	97.0
946	Matched	97.0
947	Matched	97.0
948	Matched	97.0
949	Matched	97.0
950	Matched	97.0
951	Matched	97.0
952	Matched	97.0
953	not detected	97.0
954	not detected	97.0
955	Matched	97.0
956	not detected	97.0
957	not detected	97.0
958	Matched	97.0
959	Matched	97.0
960	Matched	97.0
961	Matched	97.0
962	Matched	97.0
963	not detected	97.0
964	not detected	97.0
965	Matched	97.0
966	Matched	97.0
967	not detected	97.0
968	Matched	97.0
969	Matched	97.0
970	Matched	97.0
971	Matched	97.0
972	Matched	97.0
973	Matched	97.0
974	Matched	97.0
975	Matched	97.0
976	not detected	97.0
977	Matched	97.0
978	Matched	97.0
979	Matched	97.0
980	Matched	97.0
981	not detected	97.0
982	Matched	97.0
983	Matched	97.0
984	Matched	97.0
985	Matched	97.0
986	Matched	97.0
987	Matched	97.0
988	not detected	97.0
989	Matched	97.0
990	Matched	97.0
991	Matched	97.0
992	Matched	97.0
993	Matched	97.0
994	Matched	97.0
995	not detected	97.0
996	not detected	97.0
997	not detected	97.0
998	Matched	97.0
999	Matched	97.0
1000	Matched	97.0
1001	Matched	97.0
1002	Matched	97.0
1003	not detected	97.0
1004	Matched	97.0
1005	Matched	97.0
1006	not detected	97.0
1007	Matched	97.0
1008	not detected	97.0
1009	Matched	97.0
1010	Matched	97.0
1011	Matched	97.0
1012	Matched	97.0
1013	Matched	97.0
1014	Matched	97.0
1015	Matched	97.0
1016	not detected	97.0
1017	Matched	97.0
1018	Matched	97.0
1019	Matched	97.0
1020	Matched	97.0
1021	Matched	97.0
1022	Matched	97.0
1023	Matched	97.0
1024	Matched	97.0
1025	Matched	97.0
1026	Matched	97.0
1027	Matched	97.0
1028	Matched	97.0
1029	Matched	97.0
1030	Matched	97.0
1031	Matched	97.0
1032	Matched	97.0
1033	Matched	97.0
1034	Matched	97.0
1035	Matched	97.0
1036	Matched	97.0
1037	Matched	97.0
1038	Matched	97.0
1039	Matched	97.0
1040	Matched	97.0
1041	Matched	97.0
1042	Matched	97.0
1043	not detected	97.0
1044	Matched	97.0
1045	Matched	97.0
1046	not detected	97.0
1047	Matched	97.0
1048	Matched	97.0
1049	not detected	97.0
1050	Matched	97.0
1051	Matched	97.0
1052	Matched	97.0
1053	Matched	97.0
1054	Matched	97.0
1055	Matched	97.0
1056	Matched	97.0
1057	not detected	97.0
1058	Matched	97.0
1059	not detected	97.0
1060	not detected	97.0
1061	Matched	97.0
1062	not detected	97.0
1063	Matched	97.0
1064	not detected	97.0
1065	Matched	97.0
1066	Matched	97.0
1067	Matched	97.0
1068	Matched	97.0
1069	Matched	97.0
1070	Matched	97.0
1071	Matched	97.0
1072	Matched	97.0
1073	not detected	97.0
1074	Matched	97.0
1075	not detected	97.0
1076	Matched	97.0
1077	Matched	97.0
1078	Matched	97.0
1079	not detected	97.0
1080	Matched	97.0
1081	Matched	97.0
1082	Matched	97.0
1083	Matched	97.0
1084	Matched	97.0
1085	Matched	97.0
1086	Matched	97.0
1087	Matched	97.0
1088	Matched	97.0
1089	not detected	97.0
1090	Matched	97.0
1091	Matched	97.0
1092	Matched	97.0
1093	not detected	97.0
1094	Matched	97.0
1095	Matched	97.0
1096	Matched	97.0
1097	not detected	97.0
1098	Matched	97.0
1099	not detected	97.0
1100	Matched	97.0
1101	Matched	97.0
1102	not detected	97.0
1103	not detected	97.0
1104	not detected	97.0
1105	Matched	97.0
1106	Matched	97.0
1107	Matched	97.0
1108	Matched	97.0
1109	Matched	97.0
1110	Matched	97.0
1111	Matched	97.0
1112	Matched	97.0
1113	not detected	97.0
1114	Matched	97.0
1115	Matched	97.0
1116	Matched	97.0
1117	Matched	97.0
1118	Matched	97.0
1119	Matched	97.0
1120	Matched	97.0
1121	not detected	97.0
1122	Matched	97.0
1123	Matched	97.0
1124	Matched	97.0
1125	Matched	97.0
1126	Matched	97.0
1127	Matched	97.0
1128	not detected	97.0
1129	Matched	97.0
1130	Matched	97.0
1131	Matched	97.0
1132	Matched	97.0
1133	Matched	97.0
1134	Matched	97.0
1135	Matched	97.0
1136	not detected	97.0
1137	not detected	97.0
1138	not detected	97.0
1139	Matched	97.0
1140	Matched	97.0
1141	Matched	97.0
1142	Matched	97.0
1143	not detected	97.0
1144	Matched	97.0
1145	Matched	97.0
1146	Matched	97.0
1147	Matched	97.0
1148	not detected	97.0
1149	not detected	97.0
1150	Matched	97.0
1151	Matched	97.0
1152	Matched	97.0
1153	not detected	97.0
1154	Matched	97.0
1155	Matched	97.0
1156	Matched	97.0
1157	Matched	97.0
1158	Matched	97.0
1159	Matched	97.0
1160	Matched	97.0
1161	Matched	97.0
1162	Matched	97.0
1163	Matched	97.0
1164	Matched	97.0
1165	not detected	97.0
1166	Matched	97.0
1167	not detected	97.0
1168	Matched	97.0
1169	Matched	97.0
1170	not detected	97.0
1171	Matched	97.0
1172	Matched	97.0
1173	Matched	97.0
1174	Matched	97.0
1175	Matched	97.0
1176	Matched	97.0
1177	not detected	97.0
1178	Matched	97.0
1179	Matched	97.0
1180	Matched	97.0
1181	Matched	97.0
1182	Matched	97.0
1183	Matched	97.0
1184	Matched	97.0
1185	Matched	97.0
1186	Matched	97.0
1187	Matched	97.0
1188	Matched	97.0
1189	Matched	97.0
1190	not detected	97.0
1191	not detected	97.0
1192	Matched	97.0
1193	Matched	97.0
1194	Matched	97.0
1195	Matched	97.0
1196	Matched	97.0
1197	Matched	97.0
1198	Matched	97.0
1199	Matched	97.0
1200	Matched	97.0
1201	not detected	97.0
1202	Matched	97.0
1203	not detected	97.0
1204	Matched	97.0
1205	Matched	97.0
1206	Matched	97.0
1207	Matched	97.0
1208	not detected	97.0
1209	not detected	97.0
1210	Matched	97.0
1211	Matched	97.0
1212	Matched	97.0
1213	Matched	97.0
1214	Matched	97.0
1215	not detected	97.0
1216	not detected	97.0
1217	not detected	97.0
1218	Matched	97.0
1219	Matched	97.0
1220	Matched	97.0
1221	Matched	97.0
1222	Matched	97.0
1223	Matched	97.0
1224	not detected	97.0
1225	not detected	97.0
1226	Matched	97.0
1227	Matched	97.0
1228	not detected	97.0
1229	not detected	97.0
1230	not detected	97.0
1231	Matched	97.0
1232	not detected	97.0
1233	Matched	97.0
1234	Matched	97.0
1235	not detected	97.0
1236	Matched	97.0
1237	Matched	97.0
1238	Matched	97.0
1239	Matched	97.0
1240	Matched	97.0
1241	not detected	97.0
1242	Matched	97.0
1243	Matched	97.0
1244	Matched	97.0
1245	Matched	97.0
1246	Matched	97.0
1247	Matched	97.0
1248	Matched	97.0
1249	Matched	97.0
1250	Matched	97.0
1251	not detected	97.0
1252	Matched	97.0
1253	Matched	97.0
1254	Matched	97.0
1255	not detected	97.0
1256	Matched	97.0
1257	Matched	97.0
1258	Matched	97.0
1259	Matched	97.0
1260	Matched	97.0
1261	Matched	97.0
1262	Matched	97.0
1263	not detected	97.0
1264	Matched	97.0
1265	Matched	97.0
1266	Matched	97.0
1267	Matched	97.0
1268	Matched	97.0
1269	Matched	97.0
1270	not detected	97.0
1271	not detected	97.0
1272	Matched	97.0
1273	Matched	97.0
1274	Matched	97.0
1275	Matched	97.0
1276	not detected	97.0
1277	Matched	97.0
1278	not detected	97.0
1279	not detected	97.0
1280	Matched	97.0
1281	Matched	97.0
1282	not detected	97.0
1283	not detected	97.0
1284	Matched	97.0
1285	Matched	97.0
1286	not detected	97.0
1287	Matched	97.0
1288	Matched	97.0
1289	Matched	97.0
1290	Matched	97.0
1291	Matched	97.0
1292	Matched	97.0
1293	Matched	97.0
1294	Matched	97.0
1295	not detected	97.0
1296	not detected	97.0
1297	Matched	97.0
1298	Matched	97.0
1299	Matched	97.0
1300	Matched	97.0
1301	not detected	97.0
1302	Matched	97.0
1303	not detected	97.0
1304	not detected	97.0
1305	Matched	97.0
1306	Matched	97.0
1307	Matched	97.0
1308	Matched	97.0
1309	Matched	97.0
1310	Matched	97.0
1311	Matched	97.0
1312	Matched	97.0
1313	not detected	97.0
1314	not detected	97.0
1315	Matched	97.0
1316	Matched	97.0
1317	Matched	97.0
1318	Matched	97.0
1319	Matched	97.0
1320	Matched	97.0
1321	Matched	97.0
1322	Matched	97.0
1323	not detected	97.0
1324	Matched	97.0
1325	Matched	97.0
1326	Matched	97.0
1327	not detected	97.0
1328	not detected	97.0
1329	Matched	97.0
1330	Matched	97.0
1331	not detected	97.0
1332	Matched	97.0
1333	Matched	97.0
1334	Matched	97.0
1335	not detected	97.0
1336	Matched	97.0
1337	Matched	97.0
1338	Matched	97.0
1339	Matched	97.0
1340	Matched	97.0
1341	Matched	97.0
1342	Matched	97.0
1343	Matched	97.0
1344	Matched	97.0
1345	not detected	97.0
1346	Matched	97.0
1347	not detected	97.0
1348	Matched	97.0
1349	Matched	97.0
1350	Matched	97.0
1351	Matched	97.0
1352	Matched	97.0
1353	Matched	97.0
1354	Matched	97.0
1355	Matched	97.0
1356	not detected	97.0
1357	Matched	97.0
1358	Matched	97.0
1359	Matched	97.0
1360	Matched	97.0
1361	Matched	97.0
